Symbol,,Price~,Type,Strike,Expires,DTE,Bid x Size,Ask x Size,Trade,Size,Side,Premium,Volume,Open Int,IV,Delta,Code,*,Time
APLD,,13.47,Call,14,2025-08-15T16:30:00-05:00,15,0.82 x 191,0.85 x 300,0.85,300,ask,25500,6235,5767,98.76%,0.4666067807,AUTO,N/A,11:07:32 ET
APLD,,13.47,Put,13,2025-09-19T16:30:00-05:00,50,1.36 x 255,1.45 x 164,1.38,239,mid,32900,660,995,84.22%,-0.3879064335,SLAN,N/A,11:06:25 ET
APLD,,13.47,Put,10,2025-09-19T16:30:00-05:00,50,0.30 x 643,0.35 x 10,0.32,200,mid,6400,806,4158,84.80%,-0.1307064014,AUTO,N/A,11:07:03 ET
APLD,,13.47,Call,13.5,2025-08-01T16:30:00-05:00,1,0.44 x 120,0.49 x 735,0.49,388,ask,19000,11321,4517,161.31%,0.5068888352,AUTO,N/A,11:07:35 ET
APLD,,13.455,Call,13.5,2025-08-01T16:30:00-05:00,1,0.42 x 4,0.47 x 1008,0.47,484,ask,22700,11963,4517,146.21%,0.498474795,AUTO,N/A,11:08:36 ET
APLD,,13.455,Call,15,2025-08-15T16:30:00-05:00,15,0.50 x 300,0.52 x 39,0.5,300,bid,15000,8039,19753,100.13%,0.3353006471,AUTO,N/A,11:11:16 ET
APLD,,13.45,Put,21,2026-01-16T16:30:00-06:00,169,8.85 x 291,8.95 x 457,8.95,205,ask,183400,223,4,93.45%,-0.651978867,AUTO,BuyToOpen,12:14:38 ET
APLD,,13.44,Call,11,2025-09-19T16:30:00-05:00,50,2.24 x 1625,2.60 x 5,2.5,208,mid,52000,954,4065,85.81%,0.7906128869,AUTO,N/A,09:31:10 ET
APLD,,13.44,Call,11,2025-08-29T16:30:00-05:00,29,2.09 x 245,2.40 x 325,2.1,180,mid,37800,439,1038,90.61%,0.8227003498,AUTO,N/A,09:31:09 ET
APLD,,13.44,Call,14,2025-08-01T16:30:00-05:00,1,0.40 x 11,0.49 x 863,0.49,285,ask,13900,3287,3657,253.39%,0.404917039,AUTO,N/A,09:34:47 ET
APLD,,13.44,Call,16,2025-08-15T16:30:00-05:00,15,0.35 x 800,0.44 x 155,0.35,400,bid,14000,410,3569,113.45%,0.2625582589,AUTO,N/A,09:33:23 ET
APLD,,13.44,Call,11,2025-08-08T16:30:00-05:00,8,2.18 x 56,2.20 x 180,2.2,180,ask,39600,1158,5876,86.96%,0.9482332961,AUTO,N/A,09:34:36 ET
APLD,,13.44,Call,17,2025-12-19T16:30:00-06:00,141,1.63 x 1918,1.90 x 90,1.9,180,ask,34200,180,249,94.79%,0.4699675076,AUTO,N/A,09:34:50 ET
APLD,,13.44,Call,15,2025-09-19T16:30:00-05:00,50,1.15 x 123,1.20 x 110,1.2,264,ask,31600,1685,37741,95.63%,0.4536591293,AUTO,N/A,09:34:36 ET
APLD,,13.44,Call,13.5,2025-08-01T16:30:00-05:00,1,0.39 x 3,0.50 x 1219,0.5,253,ask,12600,3022,4517,237.95%,0.510951407,AUTO,N/A,09:34:11 ET
APLD,,13.44,Call,10.5,2025-08-01T16:30:00-05:00,1,2.45 x 61,2.50 x 340,2.5,360,ask,90000,2703,5738,0.00%,0,AUTO,N/A,09:34:36 ET
APLD,,13.44,Call,12,2025-08-08T16:30:00-05:00,8,1.45 x 192,1.55 x 1,1.5,418,mid,62700,1720,2730,110.80%,0.781943169,AUTO,N/A,09:34:36 ET
APLD,,13.44,Call,14,2025-08-01T16:30:00-05:00,1,0.40 x 18,0.40 x 1928,0.4,473,ask,18900,3287,3657,253.39%,0.404917039,AUTO,N/A,09:33:07 ET
APLD,,13.44,Call,13.5,2025-08-01T16:30:00-05:00,1,0.38 x 500,0.40 x 15,0.38,249,bid,9400,3022,4517,237.95%,0.510951407,AUTO,N/A,09:31:23 ET
APLD,,13.44,Call,13,2025-08-01T16:30:00-05:00,1,0.60 x 230,0.63 x 755,0.6,230,bid,13800,2876,3649,226.42%,0.6335108086,AUTO,N/A,09:32:16 ET
APLD,,13.44,Call,15,2025-09-19T16:30:00-05:00,50,1.18 x 2,1.20 x 172,1.2,331,ask,39700,1685,37741,95.63%,0.4536591293,AUTO,N/A,09:34:24 ET
APLD,,13.44,Call,13,2025-08-01T16:30:00-05:00,1,0.64 x 225,0.70 x 1,0.7,219,ask,15300,2876,3649,226.42%,0.6335108086,AUTO,N/A,09:34:36 ET
APLD,,13.44,Call,11,2025-09-19T16:30:00-05:00,50,2.25 x 1244,2.50 x 200,2.5,200,ask,50000,954,4065,85.81%,0.7906128869,AUTO,N/A,09:31:10 ET
APLD,,13.44,Call,14,2025-08-01T16:30:00-05:00,1,0.28 x 10,0.33 x 384,0.33,384,ask,12600,3287,3657,253.39%,0.404917039,AUTO,N/A,09:34:01 ET
APLD,,13.44,Call,21,2025-09-19T16:30:00-05:00,50,0.16 x 1628,0.46 x 86,0.4,200,mid,8000,201,1102,103.96%,0.1705520826,AUTO,N/A,09:31:12 ET
APLD,,13.44,Call,10.5,2025-08-01T16:30:00-05:00,1,2.30 x 169,2.50 x 206,2.5,200,ask,50000,2703,5738,0.00%,0,AUTO,N/A,09:32:33 ET
APLD,,13.44,Call,13,2025-08-01T16:30:00-05:00,1,0.64 x 232,0.65 x 203,0.65,200,ask,13000,2876,3649,226.42%,0.6335108086,AUTO,N/A,09:34:23 ET
APLD,,13.44,Call,12,2025-08-01T16:30:00-05:00,1,0.99 x 14,1.00 x 89,1,307,ask,30700,3246,10442,160.50%,0.9181137277,AUTO,N/A,09:31:31 ET
APLD,,13.44,Call,12,2025-09-19T16:30:00-05:00,50,2.10 x 390,2.24 x 2,2.2,751,mid,165200,1456,5407,87.16%,0.7023605215,AUTO,N/A,09:31:43 ET
APLD,,13.44,Call,13.5,2025-08-01T16:30:00-05:00,1,0.38 x 500,0.40 x 15,0.38,500,bid,19000,3022,4517,237.95%,0.510951407,AUTO,N/A,09:31:23 ET
APLD,,13.44,Call,13.5,2025-08-01T16:30:00-05:00,1,0.38 x 10,0.50 x 381,0.5,500,ask,25000,3022,4517,237.95%,0.510951407,AUTO,N/A,09:34:14 ET
APLD,,13.44,Call,12,2025-08-08T16:30:00-05:00,8,1.25 x 425,1.40 x 339,1.4,612,ask,85600,1720,2730,110.80%,0.781943169,AUTO,N/A,09:32:23 ET
APLD,,13.44,Call,15,2026-01-16T16:30:00-06:00,169,2.29 x 2061,2.53 x 486,2.29,535,bid,122500,1184,12158,90.26%,0.564175744,AUTO,N/A,09:33:48 ET
APLD,,13.4348,Put,13,2025-09-19T16:30:00-05:00,50,1.53 x 26,1.74 x 400,1.53,200,bid,30600,212,995,91.37%,-0.3897111641,AUTO,N/A,09:45:23 ET
APLD,,13.4348,Call,3,2025-09-19T16:30:00-05:00,50,10.30 x 8,10.65 x 1118,10.32,179,mid,184700,208,1091,312.81%,0.9698861961,SLAN,N/A,09:46:46 ET
APLD,,13.4348,Call,11,2025-08-08T16:30:00-05:00,8,2.36 x 1843,2.70 x 2,2.36,430,bid,101400,2023,5876,110.42%,0.9050332181,SLFT,N/A,09:46:25 ET
APLD,,13.4348,Call,14,2025-08-15T16:30:00-05:00,15,0.82 x 595,0.90 x 199,0.9,380,ask,34200,3911,5767,106.74%,0.4704762045,AUTO,N/A,09:44:28 ET
APLD,,13.4348,Call,14,2025-08-15T16:30:00-05:00,15,0.86 x 861,0.97 x 399,0.97,399,ask,38700,3911,5767,106.74%,0.4704762045,AUTO,N/A,09:46:04 ET
APLD,,13.4348,Call,14,2025-08-15T16:30:00-05:00,15,0.82 x 1710,0.94 x 1,0.9,300,mid,27000,3911,5767,106.74%,0.4704762045,SLAN,N/A,09:44:28 ET
APLD,,13.4348,Call,5,2025-09-19T16:30:00-05:00,50,8.15 x 2631,8.50 x 18,8.15,258,bid,210200,594,1317,158.28%,0.9767257426,ISOI,N/A,09:44:28 ET
APLD,,13.4348,Call,30,2026-01-16T16:30:00-06:00,169,0.56 x 4414,0.90 x 224,0.9,224,ask,20100,291,539,103.46%,0.2235719344,AUTO,N/A,09:46:04 ET
APLD,,13.4348,Call,12,2026-01-16T16:30:00-06:00,169,3.85 x 1389,4.00 x 204,4,204,ask,81600,1101,5197,88.18%,0.6992931175,AUTO,N/A,09:46:12 ET
APLD,,13.4348,Call,13.5,2025-08-01T16:30:00-05:00,1,0.53 x 95,0.65 x 10,0.56,450,mid,25200,5875,4517,228.20%,0.5080480322,AUTO,N/A,09:45:04 ET
APLD,,13.4348,Call,14,2025-08-15T16:30:00-05:00,15,0.89 x 239,0.90 x 287,0.9,287,ask,25800,3911,5767,106.74%,0.4704762045,AUTO,N/A,09:44:27 ET
APLD,,13.4348,Call,5,2025-09-19T16:30:00-05:00,50,8.25 x 762,8.55 x 482,8.3,287,mid,238200,594,1317,158.28%,0.9767257426,AUTO,N/A,09:45:07 ET
APLD,,13.4165,Call,13,2025-09-19T16:30:00-05:00,50,1.96 x 199,1.97 x 74,1.96,199,bid,39000,2340,3416,87.12%,0.6093409561,AUTO,N/A,11:52:08 ET
APLD,,13.4077,Put,12,2026-06-18T16:30:00-05:00,322,3.10 x 113,3.35 x 443,3.11,1000,mid,311000,1240,1577,86.40%,-0.2835648702,MLET,N/A,13:25:32 ET
APLD,,13.4077,Call,30,2026-06-18T16:30:00-05:00,322,1.55 x 794,1.78 x 518,1.55,1000,bid,155000,1170,483,89.79%,0.3126701307,MLET,SellToOpen,13:25:32 ET
APLD,,13.4077,Put,13,2025-08-08T16:30:00-05:00,8,0.52 x 135,0.54 x 200,0.54,200,ask,10800,5364,93,96.41%,-0.3846457622,AUTO,N/A,13:25:34 ET
APLD,,13.3953,Call,12,2025-08-01T16:30:00-05:00,1,1.40 x 1399,1.56 x 162,1.39,992,bid,137800,7936,10442,173.79%,0.8954652891,AUTO,N/A,11:50:16 ET
APLD,,13.3953,Call,14.5,2025-08-01T16:30:00-05:00,1,0.12 x 74,0.15 x 90,0.15,785,ask,11700,5058,2758,181.49%,0.2160641417,AUTO,N/A,11:47:55 ET
APLD,,13.3948,Put,13,2025-08-01T16:30:00-05:00,1,0.22 x 149,0.25 x 5,0.25,296,ask,7400,5956,46,155.86%,-0.341332328,AUTO,N/A,11:37:41 ET
APLD,,13.325,Put,13,2025-08-01T16:30:00-05:00,1,0.24 x 123,0.26 x 373,0.26,373,ask,9600,9861,46,150.26%,-0.3614334484,AUTO,N/A,13:47:39 ET
APLD,,13.325,Call,13,2025-08-01T16:30:00-05:00,1,0.60 x 189,0.67 x 188,0.6,189,bid,11300,7549,3649,140.09%,0.6462034991,AUTO,N/A,13:47:46 ET
APLD,,13.26,Put,10,2025-09-19T16:30:00-05:00,50,0.34 x 380,0.39 x 7,0.35,200,mid,7000,1024,4158,84.93%,-0.1419098023,AUTO,N/A,11:40:48 ET
APLD,,13.1576,Call,17,2025-08-15T16:30:00-05:00,15,0.34 x 252,0.42 x 6,0.39,500,mid,19500,538,2178,131.54%,0.20584391,MLET,N/A,09:36:12 ET
APLD,,13.1576,Call,13.5,2025-08-01T16:30:00-05:00,1,0.71 x 32,0.76 x 1,0.76,450,ask,34200,4317,4517,290.99%,0.4634429934,AUTO,N/A,09:36:48 ET
APLD,,13.1576,Call,13,2025-11-21T16:30:00-06:00,113,3.00 x 241,3.20 x 1171,3,248,bid,74400,520,855,95.79%,0.6235342511,AUTO,N/A,09:38:01 ET
APLD,,13.1576,Call,12,2025-08-15T16:30:00-05:00,15,2.03 x 297,2.10 x 204,2.1,204,ask,42800,3727,12330,129.03%,0.6878315476,AUTO,N/A,09:36:31 ET
APLD,,13.1576,Call,13,2025-11-21T16:30:00-06:00,113,2.78 x 2,3.15 x 805,3,241,mid,72300,520,855,95.79%,0.6235342511,AUTO,N/A,09:38:04 ET
APLD,,13.1576,Call,12,2025-08-15T16:30:00-05:00,15,1.95 x 467,2.01 x 8,1.99,500,mid,99500,3727,12330,129.03%,0.6878315476,MLET,N/A,09:36:12 ET
APLD,,13.1576,Call,12,2025-08-01T16:30:00-05:00,1,1.47 x 15,1.55 x 492,1.55,492,ask,76200,4562,10442,318.80%,0.7376505561,AUTO,N/A,09:36:04 ET
APLD,,13.1576,Call,11.5,2025-08-01T16:30:00-05:00,1,1.89 x 38,2.00 x 17,2,165,ask,33000,1725,4492,394.18%,0.7753148246,AUTO,N/A,09:36:04 ET
APLD,,13.1576,Call,11.5,2025-08-08T16:30:00-05:00,8,2.10 x 217,2.15 x 1000,2.15,1000,ask,215000,1482,3100,153.39%,0.761383531,AUTO,N/A,09:39:03 ET
APLD,,13.1467,Put,13,2025-08-01T16:30:00-05:00,1,0.49 x 272,0.49 x 258,0.49,208,ask,10100,1844,46,194.53%,-0.4356089974,ISOI,N/A,09:42:18 ET
APLD,,13.1467,Put,9,2025-10-17T16:30:00-05:00,78,0.39 x 944,0.60 x 30,0.48,200,mid,9600,237,1041,92.22%,-0.1310505072,AUTO,N/A,09:40:12 ET
APLD,,13.1467,Call,15,2025-09-19T16:30:00-05:00,50,1.28 x 38,1.30 x 225,1.3,225,ask,29200,2681,37741,97.70%,0.4335131438,AUTO,N/A,09:42:59 ET
APLD,,13.1467,Call,14,2025-08-15T16:30:00-05:00,15,0.80 x 491,0.94 x 262,0.9,800,mid,72000,2273,5767,115.77%,0.4431146276,SLAN,N/A,09:40:51 ET
APLD,,13.1467,Call,15,2025-08-15T16:30:00-05:00,15,0.62 x 93,0.69 x 801,0.69,316,ask,21800,3579,19753,118.29%,0.3362435905,AUTO,N/A,09:42:22 ET
APLD,,13.1467,Put,13,2025-08-01T16:30:00-05:00,1,0.49 x 272,0.50 x 5,0.49,272,bid,13300,1844,46,194.53%,-0.4356089974,AUTO,N/A,09:42:20 ET
APLD,,13.1467,Put,13,2025-08-01T16:30:00-05:00,1,0.49 x 11,0.50 x 299,0.5,299,ask,14900,1844,46,194.53%,-0.4356089974,AUTO,N/A,09:40:06 ET
APLD,,13.1467,Call,15,2025-08-15T16:30:00-05:00,15,0.60 x 167,0.70 x 41,0.67,300,mid,20100,3579,19753,118.29%,0.3362435905,AUTO,N/A,09:42:34 ET
APLD,,13.1467,Call,15,2025-08-15T16:30:00-05:00,15,0.67 x 300,0.68 x 566,0.67,300,bid,20100,3579,19753,118.29%,0.3362435905,AUTO,N/A,09:43:34 ET
APLD,,13.115,Put,13,2025-08-01T16:30:00-05:00,1,0.28 x 121,0.30 x 300,0.3,300,ask,9000,10788,46,137.70%,-0.4365847372,AUTO,N/A,13:49:01 ET
APLD,,13.115,Call,15,2025-08-15T16:30:00-05:00,15,0.45 x 1,0.51 x 10,0.49,1000,mid,49000,10194,19753,102.47%,0.2966078083,AUTO,N/A,13:49:01 ET
APLD,,13.115,Put,13,2025-09-19T16:30:00-05:00,50,1.55 x 20,1.66 x 89,1.6,178,mid,28400,1471,995,86.14%,-0.420250597,AUTO,N/A,13:49:02 ET
APLD,,13.0986,Call,10,2025-10-17T16:30:00-05:00,78,3.70 x 1050,3.90 x 200,3.9,200,ask,78000,1222,2731,90.38%,0.8098664486,AUTO,N/A,15:30:03 ET
APLD,,13.06,Put,13,2025-08-01T16:30:00-05:00,1,0.45 x 200,0.49 x 560,0.45,200,bid,9000,11256,46,165.46%,-0.4611177329,AUTO,N/A,13:58:28 ET
APLD,,13.055,Call,10,2025-08-15T16:30:00-05:00,15,3.10 x 435,3.15 x 200,3.15,200,ask,63000,1939,5505,93.74%,0.9341261431,AUTO,N/A,15:42:59 ET
APLD,,13.055,Put,13.5,2025-08-01T16:30:00-05:00,1,0.63 x 120,0.68 x 8,0.68,198,ask,13400,4810,134,148.17%,-0.6526055246,AUTO,N/A,15:34:58 ET
APLD,,13.03,Put,12.5,2025-08-08T16:30:00-05:00,8,0.50 x 250,0.51 x 258,0.5,250,bid,12500,1157,8,92.61%,-0.3529576363,AUTO,N/A,14:36:16 ET
APLD,,13.025,Put,7,2026-06-18T16:30:00-05:00,322,0.68 x 1,1.18 x 75,0.89,250,mid,22200,372,135,87.59%,-0.1141834799,AUTO,N/A,15:53:00 ET
APLD,,12.9812,Call,16,2025-09-19T16:30:00-05:00,50,0.82 x 21,0.87 x 12,0.82,402,bid,32900,1177,1421,91.80%,0.3343288841,MLET,N/A,14:41:48 ET
APLD,,12.9812,Call,13,2025-08-01T16:30:00-05:00,1,0.36 x 3,0.40 x 214,0.38,250,mid,9500,9815,3649,139.60%,0.5073196884,AUTO,N/A,14:43:50 ET
APLD,,12.9812,Put,11,2025-09-19T16:30:00-05:00,50,0.64 x 96,0.70 x 169,0.65,402,mid,26100,857,789,82.45%,-0.238235861,MLET,N/A,14:41:48 ET
APLD,,12.9751,Call,10,2025-08-15T16:30:00-05:00,15,3.05 x 564,3.10 x 200,3.1,200,ask,62000,2339,5505,100.25%,0.9180451045,AUTO,N/A,15:46:29 ET
APLD,,12.9686,Call,12.5,2025-08-01T16:30:00-05:00,1,0.49 x 309,0.56 x 158,0.55,1031,mid,56700,4576,5612,142.80%,0.7024364585,SLAN,N/A,14:29:41 ET
APLD,,12.9686,Call,13,2025-08-01T16:30:00-05:00,1,0.35 x 149,0.38 x 265,0.38,973,ask,36900,9168,3649,145.64%,0.503168865,SLAN,N/A,14:31:35 ET
APLD,,12.89,Call,14,2025-08-08T16:30:00-05:00,8,0.39 x 60,0.41 x 8,0.4,200,mid,8000,4155,362,103.38%,0.3237989179,AUTO,N/A,14:13:03 ET
APLD,,12.89,Call,14.5,2025-08-01T16:30:00-05:00,1,0.03 x 695,0.05 x 15,0.03,2000,bid,6000,12136,2758,163.13%,0.09103871082,SLAN,N/A,14:12:56 ET
APLD,,12.8716,Put,13,2025-08-01T16:30:00-05:00,1,0.43 x 72,0.46 x 200,0.46,200,ask,9200,11763,46,149.36%,-0.5345398096,AUTO,N/A,14:10:50 ET
APLD,,12.87,Put,12,2025-08-08T16:30:00-05:00,8,0.33 x 765,0.34 x 179,0.33,480,bid,15800,1703,268,97.61%,-0.2869398183,SLAN,N/A,14:15:58 ET
APLD,,12.87,Put,13,2025-08-01T16:30:00-05:00,1,0.43 x 731,0.47 x 137,0.43,350,bid,15000,12343,46,160.24%,-0.5305991609,SLAN,N/A,14:16:22 ET
APLD,,12.855,Call,13,2025-08-01T16:30:00-05:00,1,0.28 x 342,0.32 x 2,0.3,500,mid,15000,10669,3649,132.35%,0.4500257905,AUTO,N/A,15:50:56 ET
APLD,,12.815,Call,14,2025-08-08T16:30:00-05:00,8,0.35 x 328,0.36 x 325,0.36,328,ask,11800,4502,362,100.19%,0.3030050566,AUTO,N/A,14:27:25 ET
APLD,,12.6898,Call,12,2025-08-15T16:30:00-05:00,15,1.21 x 4,1.50 x 14,1.42,435,mid,61700,444,12330,103.02%,0.648254658,SLAN,N/A,09:30:01 ET
APLD,,12.6898,Call,15,2025-08-01T16:30:00-05:00,1,0.20 x 205,0.25 x 1,0.2,795,bid,15900,795,5084,324.05%,0.1838809243,AUTO,N/A,09:30:00 ET
APLD,,12.63,Call,14,2026-01-16T16:30:00-06:00,169,2.20 x 207,2.80 x 263,2.8,263,ask,73600,266,2029,93.46%,0.5746332594,AUTO,N/A,09:30:02 ET
APLD,,12.63,Call,14,2025-08-01T16:30:00-05:00,1,0.30 x 500,0.40 x 1023,0.3,250,bid,7500,1097,3657,267.32%,0.2529325498,AUTO,N/A,09:30:23 ET
APLD,,12.63,Call,10.5,2025-08-01T16:30:00-05:00,1,2.19 x 23,2.33 x 33,2.24,200,mid,44800,1007,5738,0.00%,0,AUTO,N/A,09:30:28 ET
APLD,,12.63,Call,14,2025-08-01T16:30:00-05:00,1,0.30 x 363,0.40 x 1022,0.3,363,bid,10800,1097,3657,267.32%,0.2529325498,AUTO,N/A,09:30:23 ET
Downloaded from Barchart.com as of 07-31-2025 05:10pm CDT,,,,,,,,,,,,,,,,,,,